ticker,expiration,option_type,snapshot_time_utc,source,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,bid_ask_spread,spread_pct,expiration_datetime_utc,snapshot_datetime_utc,days_to_expiry,time_to_maturity,underlying_price,moneyness,log_moneyness,flag_missing_bid_ask,flag_negative_bid_ask,flag_crossed_market,flag_zero_bid,flag_zero_ask,flag_invalid_mid,flag_wide_spread,flag_missing_strike,flag_nonpositive_strike,flag_missing_expiration,flag_expired_contract,flag_low_liquidity,is_excluded,exclusion_reason,IV_ask,IV_bid,IV_mid,IV_range,IV_relative_range,moneyness_bucket,expiry_bucket,liquidity_bucket
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00540000,2026-06-14T16:00:00+00:00,540.0,66.6,0.0,70.76,0.0,0.0,260,2020,0.2538,True,REGULAR,USD,35.38,70.76,2.0,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,True,False,False,True,False,False,False,False,False,True,zero bid,,,,,,far_below_spot,8_to_30_days,very_wide_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00540000,2026-06-14T16:00:00+00:00,540.0,6.6,6.19,7.01,0.0,0.0,260,2020,0.2538,False,REGULAR,USD,6.6,0.8199999999999994,0.12424242424242415,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.8453235982080384,0.8067842018664033,0.8262380643829054,0.03853939634163506,0.04664442126667098,far_below_spot,8_to_30_days,wide_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00560000,2026-06-14T16:00:00+00:00,560.0,47.7,45.5,49.9,0.0,0.0,340,2180,0.2283,True,REGULAR,USD,47.7,4.399999999999999,0.0922431865828092,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0714285714285714,-0.06899287148695143,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.7499114821662588,0.5716085629444664,0.6641217331615779,0.17830291922179242,0.2684792716735444,below_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00560000,2026-06-14T16:00:00+00:00,560.0,7.7,7.35,8.05,0.0,0.0,340,2180,0.2283,False,REGULAR,USD,7.7,0.7000000000000011,0.09090909090909105,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0714285714285714,-0.06899287148695143,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.6958965904073364,0.668121483422829,0.6820824809986278,0.02777510698450747,0.040721038522851825,below_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00580000,2026-06-14T16:00:00+00:00,580.0,28.8,27.93,29.67,0.0,0.0,420,2340,0.2037,True,REGULAR,USD,28.8,1.740000000000002,0.060416666666666737,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0344827586206897,-0.03390155167568134,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.5273144417461959,0.46833914068243854,0.49803768916915914,0.05897530106375737,0.1184153375262456,slightly_below_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00580000,2026-06-14T16:00:00+00:00,580.0,8.8,8.53,8.28,0.0,0.0,420,2340,0.2037,False,REGULAR,USD,8.405,-0.25,-0.0297441998810232,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0344827586206897,-0.03390155167568134,False,False,True,False,False,False,False,False,False,False,False,False,True,crossed market,,,,,,slightly_below_spot,8_to_30_days,tight_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00600000,2026-06-14T16:00:00+00:00,600.0,9.9,9.75,10.05,0.0,0.0,500,2500,0.18,False,REGULAR,USD,9.9,0.3000000000000007,0.030303030303030373,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.28929235564262235,0.2804400990884509,0.2848662273655366,0.008852256554171434,0.03107513528731623,near_atm,8_to_30_days,moderate_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00600000,2026-06-14T16:00:00+00:00,600.0,9.9,9.75,10.05,0.0,0.0,500,2500,0.18,False,REGULAR,USD,9.9,0.3000000000000007,0.030303030303030373,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.30350517347900763,0.2946529169248361,0.29907904520192186,0.008852256554171545,0.029598384427752148,near_atm,8_to_30_days,moderate_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00620000,2026-06-14T16:00:00+00:00,620.0,8.8,8.54,9.06,0.0,0.0,420,2340,0.203,False,REGULAR,USD,8.8,0.5200000000000014,0.05909090909090924,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.967741935483871,0.03278982282299097,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.49532357358568335,0.4785128691998889,0.4869337372237761,0.01681070438579446,0.03452359756717557,slightly_above_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00620000,2026-06-14T16:00:00+00:00,620.0,28.8,27.94,29.66,0.0,0.0,420,2340,0.203,True,REGULAR,USD,28.8,1.7199999999999989,0.059722222222222184,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.967741935483871,0.03278982282299097,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.530441673314696,0.4751914196605216,0.502968929456791,0.055250253654174464,0.10984824393396432,slightly_above_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00640000,2026-06-14T16:00:00+00:00,640.0,7.7,7.36,8.04,0.0,0.0,340,2180,0.2252,False,REGULAR,USD,7.699999999999999,0.6799999999999988,0.08831168831168816,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.6420842240149846,0.6169897608873156,0.6296005924570505,0.025094463127668942,0.039857750180533405,above_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00640000,2026-06-14T16:00:00+00:00,640.0,47.7,45.6,49.8,0.0,0.0,340,2180,0.2252,True,REGULAR,USD,47.7,4.199999999999996,0.08805031446540872,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9375,0.06453852113757116,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.7229198222012799,0.5694865635090564,0.6484188181302788,0.15343325869222357,0.2366267825703296,above_spot,8_to_30_days,moderate_spread
SPY,2026-06-21,call,2026-06-14T16:00:00+00:00,sample,SPY20260621C00660000,2026-06-14T16:00:00+00:00,660.0,6.6,,6.98,0.0,0.0,260,2020,0.2467,False,REGULAR,USD,,,,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9090909090909091,0.09531017980432493,True,False,False,False,False,True,True,False,False,False,False,False,True,missing bid/ask,,,,,,above_spot,8_to_30_days,very_wide_spread
SPY,2026-06-21,put,2026-06-14T16:00:00+00:00,sample,SPY20260621P00660000,2026-06-14T16:00:00+00:00,660.0,66.6,62.74,70.46,0.0,0.0,260,2020,0.2467,True,REGULAR,USD,66.6,7.719999999999992,0.1159159159159158,2026-06-21 23:59:59+00:00,2026-06-14 16:00:00+00:00,7.33332175925926,0.020077540750880928,600.0,0.9090909090909091,0.09531017980432493,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.9117267913652233,0.5833051898313483,0.762028452099899,0.328421601533875,0.43098338471333114,above_spot,8_to_30_days,wide_spread
SPY,2026-07-19,call,2026-06-14T16:00:00+00:00,sample,SPY20260719C00540000,2026-06-14T16:00:00+00:00,540.0,72.0,67.51,76.49,0.0,0.0,340,2220,0.2638,True,REGULAR,USD,72.0,8.97999999999999,0.12472222222222208,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.5332457173879911,0.35721485226481964,0.45070170141250454,0.17603086512317145,0.39057066918427114,far_below_spot,31_to_90_days,wide_spread
SPY,2026-07-19,put,2026-06-14T16:00:00+00:00,sample,SPY20260719P00540000,2026-06-14T16:00:00+00:00,540.0,12.0,11.25,12.75,0.0,0.0,340,2220,0.2638,False,REGULAR,USD,12.0,1.5,0.125,2026-07-19 23:59:59+00:00,2026-06-14 16:00:00+00:00,35.333321759259256,0.09673736279057976,600.0,1.1111111111111112,-0.10536051565782628,False,False,False,False,False,False,False,False,False,False,False,False,False,retained,0.5036208178757411,0.4760205573564228,0.4899195381743814,0.027600260519318298,0.05633631314678104,far_below_spot,31_to_90_days,wide_spread
